iter	Logloss
0	0.4553125494
1	0.329026233
2	0.2714012447
3	0.2393162242
4	0.2122093767
5	0.1953658885
6	0.1826216944
7	0.1734991937
8	0.1648459575
9	0.1602895931
10	0.1553323877
11	0.1502225145
12	0.145982038
13	0.1420777353
14	0.1385076276
15	0.1343868848
16	0.1311823412
17	0.1292853456
18	0.1261951517
19	0.1234808424
20	0.1207991896
21	0.1175779492
22	0.1151665691
23	0.1127625396
24	0.1105326352
25	0.107573863
26	0.1059572497
27	0.104304304
28	0.1012796806
29	0.09992378951
30	0.09782490516
31	0.09675313468
32	0.0948601196
33	0.09275851027
34	0.09165675944
35	0.09079808151
36	0.08918223904
37	0.08786985947
38	0.08603868791
39	0.08472366082
40	0.08338970078
41	0.08253095315
42	0.08155712431
43	0.08049618414
44	0.07973686803
45	0.07908264845
46	0.07790880709
47	0.07612453786
48	0.07512465869
49	0.07433612629
50	0.07311226569
51	0.07247415386
52	0.07126411605
53	0.07063429455
54	0.06958536095
55	0.06957910973
56	0.06849610745
57	0.06797512061
58	0.06703314752
59	0.0660847845
60	0.06518108371
61	0.06415466278
62	0.06357131108
63	0.06297430746
64	0.06221625977
65	0.06126924962
66	0.06036856575
67	0.05995513737
68	0.05939592022
69	0.05843411566
70	0.05815206294
71	0.05774156726
72	0.05709991184
73	0.05668850957
74	0.05591568271
75	0.05518520889
76	0.05471271972
77	0.05435785563
78	0.05372697816
79	0.05372697154
80	0.05370842402
81	0.05320498442
82	0.05224340168
83	0.05154064842
84	0.0508560796
85	0.05022491278
86	0.04960658281
87	0.04884032284
88	0.04850120862
89	0.04792429487
90	0.04750189865
91	0.04697244122
92	0.04697238702
93	0.04697075237
94	0.04696983859
95	0.04633908526
96	0.04571400705
97	0.04533167885
98	0.04477038495
99	0.04442429357
100	0.04416049007
101	0.04350480528
102	0.04310613609
103	0.0427547713
104	0.04249955026
105	0.04220032759
106	0.04188338729
107	0.04159513017
108	0.041273845
109	0.04096443829
110	0.04061190677
111	0.04016011201
112	0.03988516466
113	0.03961846764
114	0.03923845049
115	0.03885376768
116	0.03838118508
117	0.03773041082
118	0.03749071593
119	0.03718695927
120	0.03682316498
121	0.03660416086
122	0.03610074424
123	0.03578696408
124	0.03531776767
125	0.0350407333
126	0.0347493519
127	0.03460806496
128	0.03437131778
129	0.03434623924
130	0.03430880464
131	0.0341252615
132	0.0338136036
133	0.03360705219
134	0.0334249908
135	0.03304809049
136	0.03277438721
137	0.03243204573
138	0.03222742847
139	0.03197358717
140	0.03179189487
141	0.03149251717
142	0.03134366175
143	0.03122071671
144	0.03094235196
145	0.03064162888
146	0.0304942977
147	0.03017846581
148	0.02992083457
149	0.02978959831
150	0.02959528993
151	0.02943650874
152	0.02934006007
153	0.02917923808
154	0.02878987474
155	0.02852188669
156	0.02839845832
157	0.02815155699
158	0.02808224255
159	0.0279838075
160	0.02776463559
161	0.02774870727
162	0.02751365119
163	0.02729082748
164	0.02710880541
165	0.02678021346
166	0.02650806758
167	0.02641716988
168	0.02628522722
169	0.02622230428
170	0.02606067427
171	0.02592622509
172	0.0257926276
173	0.02563602622
174	0.02556917564
175	0.02554854482
176	0.02533117985
177	0.02509504589
178	0.02509504345
179	0.02501051523
180	0.02477494039
181	0.02458413516
182	0.02439860112
183	0.02415301495
184	0.02391883867
185	0.02370814644
186	0.02354362526
187	0.02341737976
188	0.02329356196
189	0.02312785554
190	0.0229579684
191	0.022729282
192	0.02254351202
193	0.02241918035
194	0.02225944511
195	0.02218601435
196	0.02205619001
197	0.02178075894
198	0.02163130299
199	0.02150334713
200	0.02140470615
201	0.02132940322
202	0.02117576385
203	0.02097532824
204	0.02086801328
205	0.0207303432
206	0.02060610829
207	0.02042754447
208	0.02032252881
209	0.0202138665
210	0.02006806146
211	0.0199495392
212	0.01977302278
213	0.019743037
214	0.01960010828
215	0.01946727228
216	0.01932181113
217	0.01921986742
218	0.01904831356
219	0.01888336478
220	0.01877318289
221	0.01873750976
222	0.01859444122
223	0.01851684416
224	0.01836876922
225	0.01824844263
226	0.01814118439
227	0.01798483612
228	0.01795669272
229	0.01781033635
230	0.01775404942
231	0.01770173962
232	0.01754136987
233	0.01741523136
234	0.01731156502
235	0.01725054616
236	0.01716647473
237	0.01711121151
238	0.01700051535
239	0.0169774136
240	0.01691134636
241	0.01685832699
242	0.01683496705
243	0.01672371013
244	0.01657949897
245	0.01648831306
246	0.01631782124
247	0.01622892389
248	0.01620915341
249	0.01609322319
250	0.01593897489
251	0.01585963074
252	0.01582049045
253	0.0156955134
254	0.01553842035
255	0.01542458926
256	0.01534343889
257	0.01529161768
258	0.01525817538
259	0.01517597181
260	0.01506252625
261	0.01503689359
262	0.01500690418
263	0.01497956267
264	0.01495319282
265	0.01481652443
266	0.01478492855
267	0.01473540535
268	0.01468151241
269	0.01460830279
270	0.01452464547
271	0.01443200243
272	0.01432212871
273	0.01421999753
274	0.01415351345
275	0.01409838881
276	0.01404542851
277	0.01399299126
278	0.01394168509
279	0.01386555609
280	0.01381386913
281	0.01376124201
282	0.0136783943
283	0.01362615647
284	0.01354318853
285	0.01341813193
286	0.01331527715
287	0.01323249
288	0.01321447473
289	0.01314701406
290	0.01309393102
291	0.0130314755
292	0.01296751814
293	0.01292210719
294	0.01290138808
295	0.01283454325
296	0.01280679584
297	0.01276188471
298	0.01267369398
299	0.01262511016
300	0.01256144696
301	0.01251520438
302	0.01249300432
303	0.01246215855
304	0.01242225958
305	0.01233441078
306	0.01226351664
307	0.0122077527
308	0.01215388114
309	0.01212655308
310	0.01208280625
311	0.01202096652
312	0.01193829938
313	0.01188425868
314	0.01180935265
315	0.01174717803
316	0.01168592546
317	0.01161486968
318	0.01161481083
319	0.01158598118
320	0.01158549533
321	0.01158549725
322	0.01155293039
323	0.01148914634
324	0.01148911962
325	0.01148910883
326	0.01148909007
327	0.01146684094
328	0.01143829382
329	0.01139300166
330	0.0113587554
331	0.0113193056
332	0.01125751585
333	0.0112571357
334	0.01123383628
335	0.01120309139
336	0.01118412095
337	0.01115286829
338	0.01110117348
339	0.01105022885
340	0.01102627571
341	0.01102627179
342	0.01097890098
343	0.01093701992
344	0.01086146697
345	0.01081186179
346	0.01074149685
347	0.01071457876
348	0.01071458561
349	0.01069517255
350	0.01069513762
351	0.01069513036
352	0.01069512564
353	0.01069505118
354	0.01069149826
355	0.01069143833
356	0.0106776378
357	0.01061991951
358	0.01055257678
359	0.010523322
360	0.01049452275
361	0.01047640025
362	0.01043900169
363	0.01043896787
364	0.01043510994
365	0.01040906453
366	0.01038615346
367	0.0103860204
368	0.01036357968
369	0.01034833839
370	0.01028784618
371	0.01028781426
372	0.01027019647
373	0.01021005817
374	0.01021004263
375	0.0101818635
376	0.01018185233
377	0.01018170958
378	0.01014988432
379	0.01014986411
380	0.01013861744
381	0.01013861383
382	0.01009132887
383	0.01003771232
384	0.01003768185
385	0.01003183149
386	0.01000290671
387	0.009955264804
388	0.009930772745
389	0.009896448509
390	0.009896371183
391	0.009822115565
392	0.009755499454
393	0.009733155668
394	0.009710983969
395	0.009663383212
396	0.009614484479
397	0.009589741356
398	0.009540814509
399	0.009496636607
400	0.009464509398
401	0.009433879977
402	0.009378736237
403	0.009313752701
404	0.009285121314
405	0.00926422179
406	0.009239881128
407	0.009239802559
408	0.009239780814
409	0.009239749468
410	0.009234216796
411	0.009234136991
412	0.009234114571
413	0.009234031311
414	0.00923402555
415	0.009188414223
416	0.009161073522
417	0.009140818876
418	0.009113645115
419	0.009113623609
420	0.009113614007
421	0.00911360479
422	0.009113595828
423	0.00911352453
424	0.009113490424
425	0.009113495711
426	0.009113465573
427	0.00911342823
428	0.009113376795
429	0.009113332547
430	0.009113344796
431	0.009113301363
432	0.009113279879
433	0.00906903928
434	0.009032821624
435	0.009014756957
436	0.009014676745
437	0.009014673954
438	0.00897434846
439	0.008917623034
440	0.008884567799
441	0.008859573001
442	0.00885911129
443	0.008859085869
444	0.008830667104
445	0.008792197954
446	0.008792177122
447	0.008792149227
448	0.008750395166
449	0.008750358574
450	0.008750319963
451	0.008723638507
452	0.008690847345
453	0.008668436395
454	0.00862376056
455	0.008623758479
456	0.008623549957
457	0.008623532962
458	0.008599663312
459	0.008529267782
460	0.008529216894
461	0.008529216331
462	0.008502971572
463	0.008502973383
464	0.00848769715
465	0.00845649268
466	0.008449847398
467	0.008416189538
468	0.008416114285
469	0.008416059159
470	0.008416043489
471	0.008416009433
472	0.008415992692
473	0.008411410711
